dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs
CiteSeer,degree_aligned_random,0.3,4,Random-Matched,random_matched,GCN,0.549,0.5340564435019899,0.594,0.22231614539306846,0.19267399267399268,0.206436420722135,0.19993239817475073,0.6099374890327454,0.6039290428161621,11834,9468,0.7745497226715088,,,,,,
PubMed,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.688,0.6861902215567998,0.682,0.4325754946199236,0.37489659321651503,0.40167600016115385,0.19999652904323073,0.6172228455543518,0.6656398773193359,115242,92194,5.265485048294067,,,,,,
PubMed,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.613,0.6118525176074845,0.622,0.157497396737244,0.13649695420019553,0.14624712944683937,0.19999652904323073,0.6172228455543518,0.6116883754730225,115242,92194,8.249027490615845,0.1,0.5,0.3,,,
PubMed,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.639,0.6401009999095141,0.612,0.09319680666435265,0.08077009851846281,0.08653962370573305,0.19999652904323073,0.6172228455543518,0.5987157821655273,115242,92194,12.759947061538696,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.642,0.641047445405971,0.652,0.2269177368969108,0.19666090095510266,0.2107086741066033,0.19999652904323073,0.6172228455543518,0.6164826154708862,115242,92194,5.242949724197388,,,,,,
PubMed,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.659,0.6609998679146115,0.68,0.4334432488719195,0.3756486425509513,0.40248176946940084,0.19999652904323073,0.6172228455543518,0.6657916903495789,115242,92194,5.038877964019775,,,,,,
PubMed,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.61,0.6094083566158034,0.61,0.17311697327316905,0.15003384222004965,0.16075097699528626,0.19999652904323073,0.6172228455543518,0.6146386861801147,115242,92194,8.159658908843994,0.1,0.5,0.3,,,
PubMed,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.637,0.6346133501822453,0.63,0.15897257896563693,0.13777543806873732,0.14761693727085937,0.19999652904323073,0.6172228455543518,0.6114280819892883,115242,92194,12.393486499786377,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.642,0.6467830078200483,0.662,0.23186393613328704,0.20094758216138978,0.21530155916361146,0.19999652904323073,0.6172228455543518,0.6168514490127563,115242,92194,4.994129419326782,,,,,,
PubMed,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.66,0.6612681727730257,0.658,0.43196806664352655,0.3743701586824096,0.40111196164538093,0.19999652904323073,0.6172228455543518,0.6655313968658447,115242,92194,5.310046672821045,,,,,,
PubMed,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.619,0.6215020032352712,0.614,0.16322457480041652,0.14146047980747536,0.1515652068812699,0.19999652904323073,0.6172228455543518,0.6131418347358704,115242,92194,8.438564777374268,0.1,0.5,0.3,,,
PubMed,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.621,0.6221746404103775,0.614,0.09883720930232558,0.08565841919229901,0.09177712420933885,0.19999652904323073,0.6172228455543518,0.598260223865509,115242,92194,12.637335538864136,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,feature_similar_cross_class,0.3,2,Random-Matched,random_matched,GCN,0.624,0.6234897573642776,0.648,0.23273169038528288,0.20169963149582612,0.2161073284718585,0.19999652904323073,0.6172228455543518,0.6177191734313965,115242,92194,5.161219835281372,,,,,,
PubMed,feature_similar_cross_class,0.3,3,Feature-only,feature_only,GCN,0.656,0.6536434820064484,0.65,0.4325754946199236,0.37489659321651503,0.40167600016115385,0.19999652904323073,0.6172228455543518,0.6656398773193359,115242,92194,5.315061569213867,,,,,,
PubMed,feature_similar_cross_class,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.615,0.6153201259990576,0.608,0.17190211732037486,0.14898097315183875,0.15962289996374035,0.19999652904323073,0.6172228455543518,0.6138794422149658,115242,92194,8.3111732006073,0.1,0.5,0.3,,,
PubMed,feature_similar_cross_class,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.625,0.626235947071719,0.624,0.14265879902811524,0.12363691058133414,0.13246847427581482,0.19999652904323073,0.6172228455543518,0.6074798703193665,115242,92194,12.952836990356445,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,feature_similar_cross_class,0.3,3,Random-Matched,random_matched,GCN,0.614,0.61426138745481,0.636,0.23151683443248872,0.20064676242761526,0.21497925144031263,0.19999652904323073,0.6172228455543518,0.6179794669151306,115242,92194,5.21123194694519,,,,,,
PubMed,feature_similar_cross_class,0.3,4,Feature-only,feature_only,GCN,0.67,0.6681923473332879,0.688,0.4304928844151336,0.3730916748138678,0.39974215382136097,0.19999652904323073,0.6172228455543518,0.6652276515960693,115242,92194,5.359479904174805,,,,,,
PubMed,feature_similar_cross_class,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.651,0.6487531480337271,0.644,0.15576188823325235,0.13499285553132284,0.14463559083034525,0.19999652904323073,0.6172228455543518,0.6109074354171753,115242,92194,8.442103385925293,0.1,0.5,0.3,,,
PubMed,feature_similar_cross_class,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.642,0.6409328114807568,0.63,0.11141964595626519,0.09656313454162593,0.10346077917892108,0.19999652904323073,0.6172228455543518,0.6014925241470337,115242,92194,12.945080041885376,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,feature_similar_cross_class,0.3,4,Random-Matched,random_matched,GCN,0.64,0.6354787791456554,0.666,0.2336862200624783,0.2025268857637061,0.21699367471093026,0.19999652904323073,0.6172228455543518,0.6174371242523193,115242,92194,5.196798324584961,,,,,,
PubMed,low_feature_similarity,0.3,0,Feature-only,feature_only,GCN,0.739,0.7365677942702039,0.744,0.991235682054842,0.85906595472663,0.920430280810604,0.19999652904323073,0.6760208606719971,0.7806581854820251,115242,92194,5.195699691772461,,,,,,
PubMed,low_feature_similarity,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.728,0.7292089167908585,0.714,0.5773169038528289,0.5003384222004964,0.5360783207767615,0.19999652904323073,0.6760208606719971,0.7299824357032776,115242,92194,8.070675134658813,0.1,0.5,0.3,,,
PubMed,low_feature_similarity,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.697,0.6971531966135106,0.666,0.20565775772301284,0.17823569226141234,0.19096732605455058,0.19999652904323073,0.6760208606719971,0.67887282371521,115242,92194,12.565898418426514,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,low_feature_similarity,0.3,0,Random-Matched,random_matched,GCN,0.7,0.6982239562470628,0.72,0.2269177368969108,0.19666090095510266,0.2107086741066033,0.19999652904323073,0.6760208606719971,0.6748378276824951,115242,92194,5.0470781326293945,,,,,,
PubMed,low_feature_similarity,0.3,1,Feature-only,feature_only,GCN,0.758,0.7536050418706762,0.76,0.991235682054842,0.85906595472663,0.920430280810604,0.19999652904323073,0.6751357913017273,0.780311107635498,115242,92194,5.069732904434204,,,,,,
PubMed,low_feature_similarity,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.734,0.7354969077071282,0.712,0.581048247136411,0.5035722343385726,0.5395431288022239,0.19999652904323073,0.6751357913017273,0.7289194464683533,115242,92194,8.021917819976807,0.1,0.5,0.3,,,
PubMed,low_feature_similarity,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.708,0.699229357555606,0.676,0.20860812217979868,0.1807926599984959,0.19370694170259056,0.19999652904323073,0.6751357913017273,0.6799358129501343,115242,92194,12.571364402770996,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,low_feature_similarity,0.3,1,Random-Matched,random_matched,GCN,0.715,0.7079343222112472,0.71,0.23186393613328704,0.20094758216138978,0.21530155916361146,0.19999652904323073,0.6751357913017273,0.6739267110824585,115242,92194,5.047956228256226,,,,,,
PubMed,low_feature_similarity,0.3,2,Feature-only,feature_only,GCN,0.753,0.7427940171220094,0.766,0.991235682054842,0.85906595472663,0.920430280810604,0.19999652904323073,0.6750836968421936,0.7805930972099304,115242,92194,5.267409086227417,,,,,,
PubMed,low_feature_similarity,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.719,0.7121153908032891,0.71,0.581655675112808,0.5040986688726781,0.540107167317997,0.19999652904323073,0.6750836968421936,0.7286591529846191,115242,92194,8.390626668930054,0.1,0.5,0.3,,,
PubMed,low_feature_similarity,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.686,0.6793475589549908,0.694,0.11141964595626519,0.09656313454162593,0.10346077917892108,0.19999652904323073,0.6750836968421936,0.6672885417938232,115242,92194,12.609742879867554,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,low_feature_similarity,0.3,2,Random-Matched,random_matched,GCN,0.706,0.7000320702823889,0.714,0.23273169038528288,0.20169963149582612,0.2161073284718585,0.19999652904323073,0.6750836968421936,0.6754235625267029,115242,92194,5.25455117225647,,,,,,
PubMed,low_feature_similarity,0.3,3,Feature-only,feature_only,GCN,0.739,0.7351016602884805,0.738,0.991235682054842,0.85906595472663,0.920430280810604,0.19999652904323073,0.6765068173408508,0.7800724506378174,115242,92194,5.090028524398804,,,,,,
PubMed,low_feature_similarity,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.697,0.6926161480142828,0.696,0.5790524123568206,0.501842520869369,0.5376898593932558,0.19999652904323073,0.6765068173408508,0.7288760542869568,115242,92194,8.234818458557129,0.1,0.5,0.3,,,
PubMed,low_feature_similarity,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.686,0.6800603097594745,0.69,0.21867407150295037,0.18951643227795745,0.20305386567825634,0.19999652904323073,0.6765068173408508,0.6801093220710754,115242,92194,12.81412386894226,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,low_feature_similarity,0.3,3,Random-Matched,random_matched,GCN,0.686,0.6804039299842928,0.72,0.23151683443248872,0.20064676242761526,0.21497925144031263,0.19999652904323073,0.6765068173408508,0.6772457957267761,115242,92194,5.091230154037476,,,,,,
PubMed,low_feature_similarity,0.3,4,Feature-only,feature_only,GCN,0.737,0.73071959635862,0.734,0.991235682054842,0.85906595472663,0.920430280810604,0.19999652904323073,0.6762985587120056,0.7805930972099304,115242,92194,5.2191596031188965,,,,,,
PubMed,low_feature_similarity,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.731,0.7270339701746255,0.716,0.573759111419646,0.4972550199293074,0.5327746666129487,0.19999652904323073,0.6762985587120056,0.7285940647125244,115242,92194,8.315585613250732,0.1,0.5,0.3,,,
PubMed,low_feature_similarity,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.676,0.6758067084875874,0.698,0.11489066296424852,0.09957133187937128,0.10668385641190926,0.19999652904323073,0.6762985587120056,0.667787492275238,115242,92194,12.83613657951355,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,low_feature_similarity,0.3,4,Random-Matched,random_matched,GCN,0.707,0.7025515208457281,0.714,0.2336862200624783,0.2025268857637061,0.21699367471093026,0.19999652904323073,0.6762985587120056,0.6763997673988342,115242,92194,5.293565273284912,,,,,,
PubMed,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.741,0.7418080243513359,0.742,0.7055709822978132,0.6114913138301873,0.6551710245356754,0.19999652904323073,0.70137619972229,0.7696162462234497,115242,92194,5.1686694622039795,,,,,,
PubMed,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.716,0.717024020673194,0.726,0.436046511627907,0.37790479055426035,0.404899077394142,0.19999652904323073,0.70137619972229,0.7411762475967407,115242,92194,8.09502363204956,0.1,0.5,0.3,,,
PubMed,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.74,0.7401953671200361,0.726,0.4317945157931274,0.3742197488155223,0.40095080778373154,0.19999652904323073,0.70137619972229,0.7324988842010498,115242,92194,12.773315906524658,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.712,0.7069985907164352,0.744,0.2269177368969108,0.19666090095510266,0.2107086741066033,0.19999652904323073,0.70137619972229,0.7010868191719055,115242,92194,5.315072536468506,,,,,,
PubMed,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.772,0.7708644312355103,0.764,0.7069593891010066,0.6126945927652854,0.6564602554288708,0.19999652904323073,0.7025042772293091,0.7713733911514282,115242,92194,5.084012031555176,,,,,,
PubMed,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.761,0.7620585589117276,0.734,0.42684831655675115,0.36993306760923517,0.3963579227267233,0.19999652904323073,0.7025042772293091,0.7397010922431946,115242,92194,8.005393981933594,0.1,0.5,0.3,,,
PubMed,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.746,0.7459970728515818,0.732,0.43353002429711907,0.37572384748439497,0.40256234640022553,0.19999652904323073,0.7025042772293091,0.7332147359848022,115242,92194,12.55966067314148,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.731,0.7262770495255491,0.756,0.23186393613328704,0.20094758216138978,0.21530155916361146,0.19999652904323073,0.7025042772293091,0.7013688683509827,115242,92194,5.098086357116699,,,,,,
PubMed,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.764,0.760573059149887,0.752,0.7086948976049983,0.6141986914341581,0.6580717940453649,0.19999652904323073,0.7034414410591125,0.7728485465049744,115242,92194,5.222575902938843,,,,,,
PubMed,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.766,0.7640143124049025,0.742,0.4132245748004165,0.35812589305858467,0.3837073445872447,0.19999652904323073,0.7034414410591125,0.7402650713920593,115242,92194,8.327108383178711,0.1,0.5,0.3,,,
PubMed,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.73,0.7268355519494719,0.698,0.22726483859770913,0.19696172068887718,0.2110309818299021,0.19999652904323073,0.7034414410591125,0.7127144932746887,115242,92194,12.856707096099854,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.732,0.7291836816469138,0.712,0.23273169038528288,0.20169963149582612,0.2161073284718585,0.19999652904323073,0.7034414410591125,0.7042106986045837,115242,92194,5.202819585800171,,,,,,
PubMed,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.756,0.7491621793144777,0.768,0.703141270392225,0.6093855756937655,0.6529148704725838,0.19999652904323073,0.7037190794944763,0.7708311080932617,115242,92194,5.393930912017822,,,,,,
PubMed,degree_aligned_random,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.729,0.7240429617825132,0.744,0.4343977785491149,0.3764758968188313,0.40336811570847264,0.19999652904323073,0.7037190794944763,0.7408508062362671,115242,92194,8.282790422439575,0.1,0.5,0.3,,,
PubMed,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.743,0.7422142734053591,0.752,0.42650121485595277,0.3696322478754606,0.3960356150034245,0.19999652904323073,0.7037190794944763,0.7355793118476868,115242,92194,12.54653286933899,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,degree_aligned_random,0.3,3,Random-Matched,random_matched,GCN,0.741,0.7349945308312668,0.754,0.23151683443248872,0.20064676242761526,0.21497925144031263,0.19999652904323073,0.7037190794944763,0.7045143842697144,115242,92194,5.163440465927124,,,,,,
PubMed,degree_aligned_random,0.3,4,Feature-only,feature_only,GCN,0.724,0.7235946480260883,0.746,0.7045296771954183,0.6105888546288637,0.654204101365779,0.19999652904323073,0.7027472257614136,0.770592451095581,115242,92194,5.209985256195068,,,,,,
PubMed,degree_aligned_random,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.734,0.7330127127788076,0.732,0.4192120791391878,0.36331503346619537,0.38926715281414925,0.19999652904323073,0.7027472257614136,0.7399613857269287,115242,92194,8.163621187210083,0.1,0.5,0.3,,,
PubMed,degree_aligned_random,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.731,0.7328286952490775,0.718,0.34788267962513014,0.30149657817552833,0.32303291567624187,0.19999652904323073,0.7027472257614136,0.7229321002960205,115242,92194,12.76893949508667,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
PubMed,degree_aligned_random,0.3,4,Random-Matched,random_matched,GCN,0.726,0.723623149790312,0.746,0.2336862200624783,0.2025268857637061,0.21699367471093026,0.19999652904323073,0.7027472257614136,0.7030826210975647,115242,92194,5.242954254150391,,,,,,
