dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_gate_type,hp_tau_quantile,hp_checkpoint_control,diag_gate_type,diag_tau,diag_tau_quantile,diag_soft_k,diag_feature_sim_mean,diag_gate_active_fraction,diag_gate_mean,diag_dynamic_contribution_mean,diag_dynamic_contribution_abs_mean
Cora,low_feature_similarity,0.3,3,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.767,0.7619546619601836,0.752,1.0,0.866708780795957,0.9285956006768189,0.19997084973036006,0.6574842929840088,0.7839314937591553,13722,10978,2.7227578163146973,0.1,0.5,0.3,,0.1,0.5,,0.871027410030365,,,,0.4279593229293823,0.37966519594192505,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,9.0380623873898e-08,0.9022008180618286,0.5439397692680359,0.4999999701976776,hard,0.5,real,hard,0.10540926456451416,0.5,20.0,0.12897257506847382,0.5019676089286804,0.5019676089286804,-0.07204066962003708,0.08530570566654205
Cora,low_feature_similarity,0.3,3,Random-Matched,random_matched,GCN,0.693,0.678253234555469,0.67,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6574842929840088,0.6582255363464355,13722,10978,0.7647533416748047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,4,Feature-only,feature_only,GCN,0.728,0.7137843769754827,0.716,0.5830903790087464,0.505369551484523,0.5414551607445008,0.19997084973036006,0.6570470333099365,0.7229003310203552,13722,10978,0.7998058795928955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.736,0.7285028407149255,0.692,0.5932944606413995,0.5142135186355022,0.5509306260575295,0.19997084973036006,0.6570470333099365,0.721260666847229,13722,10978,1.420060634613037,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.871027410030365,6.361675985999682e-08,6.410735977624427e-07,5.774568307970185e-07,0.2999999523162842,0.25502631068229675,0.8951397677626793,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.724,0.7180973911885434,0.694,0.5495626822157434,0.476310802274163,0.510321489001692,0.19997084973036006,0.6570470333099365,0.7196210622787476,13722,10978,2.133686065673828,0.1,0.5,0.3,,0.1,0.5,,0.871027410030365,,,,0.3288692533969879,0.3177066445350647,0.7510665375315647,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.0393659977125935e-07,0.9013991951942444,0.546961784362793,0.4999999701976776,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,4,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.772,0.7630601221453331,0.754,1.0,0.866708780795957,0.9285956006768189,0.19997084973036006,0.6570470333099365,0.7841136455535889,13722,10978,2.5806167125701904,0.1,0.5,0.3,,0.1,0.5,,0.871027410030365,,,,0.4360763430595398,0.36913129687309265,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,9.396431721597764e-08,0.8878078460693359,0.5310439467430115,0.4999999701976776,hard,0.5,real,hard,0.10540926456451416,0.5,20.0,0.12897257506847382,0.5019676089286804,0.5019676089286804,-0.06392359733581543,0.0792272761464119
Cora,low_feature_similarity,0.3,4,Random-Matched,random_matched,GCN,0.698,0.6849107492618477,0.682,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6570470333099365,0.6573145985603333,13722,10978,0.7951653003692627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.742,0.7260814710595324,0.714,0.5036443148688047,0.43651295009475677,0.46768189509306257,0.19997084973036006,0.6621483564376831,0.7172526717185974,13722,10978,0.784919023513794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.722,0.7182669819454796,0.7,0.4139941690962099,0.35881238155401135,0.3844331641285956,0.19997084973036006,0.6621483564376831,0.7050464153289795,13722,10978,1.6906523704528809,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8578127026557922,1.7916464400968835e-07,9.167012535726826e-07,7.375365953521396e-07,0.2999999523162842,0.28010988235473633,0.6902837126277995,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.709,0.6886678325564423,0.668,0.38848396501457727,0.3367024636765635,0.3607445008460237,0.19997084973036006,0.6621483564376831,0.7021315097808838,13722,10978,2.148932456970215,0.1,0.5,0.3,,0.1,0.5,,0.8578127026557922,,,,0.32950738072395325,0.35126563906669617,0.6798010406610402,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.437464618447848e-07,0.8800466060638428,0.4864945709705353,0.4999999701976776,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.744,0.7298757484612413,0.718,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.6621483564376831,0.7179813981056213,13722,10978,2.715700387954712,0.1,0.5,0.3,,0.1,0.5,,0.8578127026557922,,,,0.4213462173938751,0.3886715769767761,0.8017130668142497,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.5966236333042616e-07,0.8972088098526001,0.5335536003112793,0.4999999701976776,hard,0.5,real,hard,0.1178511381149292,0.5,20.0,0.14218729734420776,0.500364363193512,0.500364363193512,-0.07865377515554428,0.09101825952529907
Cora,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.698,0.6959302804763497,0.688,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6621483564376831,0.664055347442627,13722,10978,0.9966473579406738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.721,0.7118367582822962,0.696,0.5043731778425656,0.43714466203411245,0.4683587140439932,0.19997084973036006,0.660399317741394,0.7161595821380615,13722,10978,0.7834875583648682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.728,0.7173937804086395,0.694,0.4074344023323615,0.3531269740998105,0.37834179357021996,0.19997084973036006,0.660399317741394,0.6992166042327881,13722,10978,1.4380569458007812,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.857255220413208,9.641721021580452e-08,7.152851253522385e-07,6.188678867147246e-07,0.2999999523162842,0.28511330485343933,0.6906714410907672,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.714,0.7096521328131866,0.696,0.37900874635568516,0.32849020846494,0.3519458544839255,0.19997084973036006,0.660399317741394,0.6963016986846924,13722,10978,2.282197952270508,0.1,0.5,0.3,,0.1,0.5,,0.857255220413208,,,,0.3221382796764374,0.3550832271575928,0.6646113487444875,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.3308003588008432e-07,0.8918889164924622,0.4703356623649597,0.4999999701976776,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.719,0.7141916108522334,0.696,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.660399317741394,0.7168883085250854,13722,10978,2.7073967456817627,0.1,0.5,0.3,,0.1,0.5,,0.857255220413208,,,,0.4178195297718048,0.3940383195877075,0.7935513198327148,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.0793996807478834e-07,0.8951318860054016,0.4853300452232361,0.4999999701976776,hard,0.5,real,hard,0.1200961098074913,0.5,20.0,0.14274471998214722,0.5000728368759155,0.5000728368759155,-0.0821804329752922,0.09486272186040878
Cora,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.711,0.699921053909536,0.724,0.2434402332361516,0.21099178774478838,0.22605752961082912,0.19997084973036006,0.660399317741394,0.663690984249115,13722,10978,1.1099300384521484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.708,0.6996263591584687,0.688,0.4912536443148688,0.4257738471257107,0.45617597292724194,0.19997084973036006,0.662877082824707,0.7172526717185974,13722,10978,0.7503235340118408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.708,0.7029935721856319,0.68,0.3760932944606414,0.32596336070751736,0.349238578680203,0.19997084973036006,0.662877082824707,0.7014027833938599,13722,10978,1.2630653381347656,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8571546077728271,6.826915523561183e-06,2.696624505915679e-05,2.0139328626100905e-05,0.2999999523162842,0.2801879346370697,0.6602395741797141,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.731,0.7295979850037021,0.7,0.3688046647230321,0.31964624131396085,0.3424703891708968,0.19997084973036006,0.662877082824707,0.6993987560272217,13722,10978,2.3951737880706787,0.1,0.5,0.3,,0.1,0.5,,0.8571546077728271,,,,0.3315546214580536,0.33933761715888977,0.6524330005934118,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.363953714417221e-07,0.8792814016342163,0.5305500626564026,0.4999999701976776,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.732,0.7235051238013527,0.696,0.4956268221574344,0.4295641187618446,0.4602368866328257,0.19997084973036006,0.662877082824707,0.7181636095046997,13722,10978,2.4197309017181396,0.1,0.5,0.3,,0.1,0.5,,0.8571546077728271,,,,0.4310165345668793,0.3729417026042938,0.7907817453202688,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.7152501641248818e-07,0.8612446784973145,0.5286914110183716,0.4999999701976776,hard,0.5,real,hard,0.11846977472305298,0.5,20.0,0.14284536242485046,0.5006558895111084,0.5006558895111084,-0.06898344308137894,0.08377006649971008
Cora,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.711,0.7034470085031429,0.714,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.662877082824707,0.6649662852287292,13722,10978,0.7781350612640381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.749,0.737988601510809,0.706,0.5116618075801749,0.443461781427669,0.47512690355329945,0.19997084973036006,0.6606908440589905,0.7176170349121094,13722,10978,0.778101921081543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.731,0.7196274609252955,0.688,0.4198250728862974,0.3638660770688566,0.3898477157360406,0.19997084973036006,0.6606908440589905,0.7030424475669861,13722,10978,1.3874890804290771,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8578327894210815,4.475945843296358e-06,2.9834000088158064e-05,2.5358052880619653e-05,0.29999998211860657,0.28553393483161926,0.70649966714837,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.726,0.7201391656455299,0.694,0.38848396501457727,0.3367024636765635,0.3607445008460237,0.19997084973036006,0.6606908440589905,0.6972125768661499,13722,10978,2.332183599472046,0.1,0.5,0.3,,0.1,0.5,,0.8578327894210815,,,,0.32560959458351135,0.3600640594959259,0.6939425072716292,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,8.469079659789713e-08,0.8577466607093811,0.41544684767723083,0.4999999701976776,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.749,0.7390874343612887,0.704,0.5160349854227405,0.4472520530638029,0.4791878172588832,0.19997084973036006,0.6606908440589905,0.7181636095046997,13722,10978,2.4563534259796143,0.1,0.5,0.3,,0.1,0.5,,0.8578327894210815,,,,0.4170273542404175,0.3998434841632843,0.8006826749828907,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,8.304459697683342e-08,0.8546494245529175,0.41175878047943115,0.4999999701976776,hard,0.5,real,hard,0.11846977472305298,0.5,20.0,0.14216716587543488,0.5002186298370361,0.5002186298370361,-0.08297261595726013,0.09616740047931671
Cora,degree_aligned_random,0.3,3,Random-Matched,random_matched,GCN,0.73,0.7091566658208687,0.68,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6606908440589905,0.6616870164871216,13722,10978,0.8533499240875244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,Feature-only,feature_only,GCN,0.761,0.74442483645477,0.736,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.6608365774154663,0.717070460319519,13722,10978,0.7882144451141357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.745,0.7278062490191711,0.724,0.39212827988338195,0.33986102337334173,0.3641285956006768,0.19997084973036006,0.6608365774154663,0.7019493579864502,13722,10978,1.261795997619629,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.857537567615509,5.997643711452838e-06,3.209317219443619e-05,2.609553121146746e-05,0.2999999523162842,0.2802201807498932,0.671339595555946,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.737,0.728171467972286,0.72,0.37244897959183676,0.3228048010107391,0.34585448392554996,0.19997084973036006,0.6608365774154663,0.6990343928337097,13722,10978,2.0559024810791016,0.1,0.5,0.3,,0.1,0.5,,0.857537567615509,,,,0.3283858299255371,0.34877699613571167,0.6615016216493115,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,5.3211351769277826e-08,0.8617912530899048,0.45100516080856323,0.4999999403953552,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.753,0.7383977597917103,0.752,0.5029154518950437,0.43588123815540114,0.467005076142132,0.19997084973036006,0.6608365774154663,0.7177992463111877,13722,10978,2.5463902950286865,0.1,0.5,0.3,,0.1,0.5,,0.857537567615509,,,,0.42205196619033813,0.3880986273288727,0.791448645457838,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,5.587446594290668e-08,0.861645519733429,0.451212078332901,0.4999999701976776,hard,0.5,real,hard,0.1178511381149292,0.5,20.0,0.14246241748332977,0.5012388825416565,0.5012388825416565,-0.0779479518532753,0.09099171310663223
Cora,degree_aligned_random,0.3,4,Random-Matched,random_matched,GCN,0.732,0.7126876547184047,0.73,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6608365774154663,0.6620513796806335,13722,10978,0.7925217151641846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,0.8279721736907959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.538,0.5221411018400673,0.542,0.10059171597633136,0.08717948717948718,0.09340659340659341,0.19993239817475073,0.5658272504806519,0.5608364939689636,11834,9468,1.5010583400726318,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8331052660942078,-9.518104349126588e-08,1.0759576980490237e-06,1.1711387060131528e-06,0.30000001192092896,0.28147026896476746,0.6014383244172348,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.565,0.5451157406333681,0.556,0.2586644125105664,0.22417582417582418,0.24018838304552595,0.19993239817475073,0.5658272504806519,0.5815378427505493,11834,9468,2.116331100463867,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.2913084924221039,0.35656389594078064,0.43100935385645406,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,-9.632316277929931e-08,0.9368767738342285,0.7303812503814697,0.5,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.4852521419525146,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.4164671003818512,0.38551613688468933,0.7216028698893373,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,6.564803101127836e-08,0.9480733275413513,0.7323184013366699,0.5,hard,0.5,real,hard,0.12487810850143433,0.5,20.0,0.16689474880695343,0.5000845193862915,0.5000845193862915,-0.08353291451931,0.09419059008359909
CiteSeer,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5375341636822164,0.548,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,1.012512445449829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.561,0.5416276166305156,0.554,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5658272504806519,0.6016054153442383,11834,9468,0.9520576000213623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.549,0.5294534419638269,0.544,0.1132713440405748,0.09816849816849817,0.10518053375196232,0.19993239817475073,0.5658272504806519,0.5642163157463074,11834,9468,1.572380542755127,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.832711398601532,7.459828310629746e-08,5.044165618528496e-07,4.2981827164112474e-07,0.30000001192092896,0.2776537239551544,0.6116291514577982,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.559,0.5390561273091329,0.556,0.23837700760777683,0.20659340659340658,0.22135007849293561,0.19993239817475073,0.5658272504806519,0.5834389328956604,11834,9468,2.469865322113037,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.29615533351898193,0.3445408344268799,0.4265422919201478,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,3.5273555454296e-07,0.9270322918891907,0.7466048002243042,0.5,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5446516978938821,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.610056161880493,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.42036715149879456,0.38066866993904114,0.7188232681202804,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.164142927085777e-07,0.9286800622940063,0.7557692527770996,0.5,hard,0.5,real,hard,0.12515655159950256,0.5,20.0,0.16728857159614563,0.5000845193862915,0.5000845193862915,-0.07963287085294724,0.09088428318500519
CiteSeer,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.544,0.5229675446266416,0.55,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.8674213886260986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.554,0.5340266471131884,0.592,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,1.1173198223114014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.531,0.5176965500358581,0.542,0.11665257819103973,0.1010989010989011,0.10832025117739404,0.19993239817475073,0.5658272504806519,0.5652725100517273,11834,9468,1.6312768459320068,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8331797122955322,2.707383117694917e-08,4.5789877844981675e-07,4.308249117457308e-07,0.30000001192092896,0.2808048725128174,0.6115589814403523,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.554,0.5361882142086009,0.568,0.24260355029585798,0.21025641025641026,0.22527472527472528,0.19993239817475073,0.5658272504806519,0.5828052759170532,11834,9468,2.5033698081970215,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.2928198575973511,0.3549991846084595,0.42402470113366425,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.7498621218692278e-07,0.949678897857666,0.7297165393829346,0.5000000596046448,,,,,,,,,,,,
